,Blockno,UnixTimestamp,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Date,Time(UTC),VALUE_IN(USD),VALUE_OUT(USD)
13,19557302,1970-01-20 19:32:09.767,0.195780553916631,0,603.66673415044,0.0025968435,8.00706711358238,3505.52,2024-04-01,00:02:47,686.3126473658283,0.0
14,19557302,1970-01-20 19:32:09.767,0.0,0,0.0,0.0004597515275135,1.41759075445734,3505.52,2024-04-01,00:02:47,0.0,0.0
15,19557302,1970-01-20 19:32:09.767,0.0,0,0.0,0.0019989643952269,6.16357592217013,3505.52,2024-04-01,00:02:47,0.0,0.0
16,19557302,1970-01-20 19:32:09.767,1.0,0,3083.38454496098,0.0520350281587617,160.444001621335,3505.52,2024-04-01,00:02:47,3505.52,0.0
17,19557304,1970-01-20 19:32:09.791,0.0,0,0.0,0.0022809181564881,7.0329477920363,3505.52,2024-04-01,00:03:11,0.0,0.0
18,19557309,1970-01-20 19:32:09.851,0.0,0,0.0,0.0020451833461076,6.3060867209998,3505.52,2024-04-01,00:04:11,0.0,0.0
19,19557311,1970-01-20 19:32:09.875,0.0,0,0.0,0.002046161396673,6.30910242699747,3505.52,2024-04-01,00:04:35,0.0,0.0
20,19557311,1970-01-20 19:32:09.875,0.0,0,0.0,0.0021939425364476,6.76476850941514,3505.52,2024-04-01,00:04:35,0.0,0.0
21,19557312,1970-01-20 19:32:09.887,0.254,0,783.179674420089,0.0021223557024766,6.54403877192621,3505.52,2024-04-01,00:04:47,890.40208,0.0
22,19557314,1970-01-20 19:32:09.911,0.0,0,0.0,0.0038617384737261,11.9072247265684,3505.52,2024-04-01,00:05:11,0.0,0.0
23,19557315,1970-01-20 19:32:09.923,0.0,0,0.0,0.0058734048974202,18.1099658870037,3505.52,2024-04-01,00:05:23,0.0,0.0
24,19557319,1970-01-20 19:32:09.971,0.0,0,0.0,0.0004377196550477,1.3496580194,3505.52,2024-04-01,00:06:11,0.0,0.0
25,19557319,1970-01-20 19:32:09.971,0.0,0,0.0,0.0004374980809374,1.3489748212125,3505.52,2024-04-01,00:06:11,0.0,0.0
26,19557319,1970-01-20 19:32:09.971,0.0,0,0.0,0.000597716259061,1.84298907546064,3505.52,2024-04-01,00:06:11,0.0,0.0
27,19557319,1970-01-20 19:32:09.971,0.0,0,0.0,0.0020585416992861,6.34727566073657,3505.52,2024-04-01,00:06:11,0.0,0.0
28,19557320,1970-01-20 19:32:09.983,0.0,0,0.0,0.0020363275079134,6.27878076637936,3505.52,2024-04-01,00:06:23,0.0,0.0
29,19557320,1970-01-20 19:32:09.983,3.0,0,9250.15363488294,0.0008341975627975,2.57215187257412,3505.52,2024-04-01,00:06:23,10516.56,0.0
30,19557321,1970-01-20 19:32:09.995,2.855,0,8803.0628758636,0.0022431195287532,6.91640008745783,3505.52,2024-04-01,00:06:35,10008.2596,0.0
31,19557321,1970-01-20 19:32:09.995,0.0,0,0.0,0.0027026711063096,8.33337431930765,3505.52,2024-04-01,00:06:35,0.0,0.0
32,19557322,1970-01-20 19:32:10.007,0.0,0,0.0,0.0004376556980829,1.34946081548292,3505.52,2024-04-01,00:06:47,0.0,0.0
34,19557324,1970-01-20 19:32:10.031,0.0,0,0.0,0.0024568858221531,7.5755237727608,3505.52,2024-04-01,00:07:11,0.0,0.0
35,19557326,1970-01-20 19:32:10.055,0.0,0,0.0,0.0005058503408319,1.55973112298447,3505.52,2024-04-01,00:07:35,0.0,0.0
36,19557326,1970-01-20 19:32:10.055,0.0,0,0.0,0.0020846377033337,6.4277396763021,3505.52,2024-04-01,00:07:35,0.0,0.0
37,19557327,1970-01-20 19:32:10.067,0.0,0,0.0,0.0031472267858047,9.70411043083748,3505.52,2024-04-01,00:07:47,0.0,0.0
38,19557327,1970-01-20 19:32:10.067,0.0,0,0.0,0.0061040244580438,18.8210546759963,3505.52,2024-04-01,00:07:47,0.0,0.0
39,19557328,1970-01-20 19:32:10.079,0.0,0,0.0,0.0029572355101244,9.11829426772763,3505.52,2024-04-01,00:07:59,0.0,0.0
40,19557328,1970-01-20 19:32:10.079,0.0,0,0.0,0.0019282478570653,5.9455296413294,3505.52,2024-04-01,00:07:59,0.0,0.0
41,19557328,1970-01-20 19:32:10.079,0.0,0,0.0,0.0018125273135813,5.58871870601641,3505.52,2024-04-01,00:07:59,0.0,0.0
42,19557331,1970-01-20 19:32:10.115,0.0,0,0.0,0.0038920408468824,12.000658595634,3505.52,2024-04-01,00:08:35,0.0,0.0
43,19557331,1970-01-20 19:32:10.115,0.0,0,0.0,0.002762461,8.51772955345745,3505.52,2024-04-01,00:08:35,0.0,0.0
44,19557331,1970-01-20 19:32:10.115,0.0,0,0.0,0.0036959716550492,11.3961018797926,3505.52,2024-04-01,00:08:35,0.0,0.0
45,19557332,1970-01-20 19:32:10.127,0.0,0,0.0,0.0020001522623159,6.16723857319375,3505.52,2024-04-01,00:08:47,0.0,0.0
46,19557336,1970-01-20 19:32:10.175,0.0,0,0.0,0.0037934227728565,11.6965811503288,3505.52,2024-04-01,00:09:35,0.0,0.0
47,19557336,1970-01-20 19:32:10.175,0.0,0,0.0,0.0028915236498662,8.91567933338671,3505.52,2024-04-01,00:09:35,0.0,0.0
48,19557337,1970-01-20 19:32:10.187,0.0,0,0.0,0.004279688,13.195923836455,3505.52,2024-04-01,00:09:47,0.0,0.0
49,19557337,1970-01-20 19:32:10.187,0.0,0,0.0,0.0032307588742179,9.96167198125927,3505.52,2024-04-01,00:09:47,0.0,0.0
50,19557338,1970-01-20 19:32:10.199,0.7265547869396715,0,2240.2478011172,0.0048416468719914,14.9286591372572,3505.52,2024-04-01,00:09:59,2546.952336712757,0.0
51,19557339,1970-01-20 19:32:10.211,0.0,0,0.0,0.0052574309402009,16.2106813072153,3505.52,2024-04-01,00:10:11,0.0,0.0
52,19557340,1970-01-20 19:32:10.223,0.1,0,308.338454496098,0.0035780526305385,11.0325121820595,3505.52,2024-04-01,00:10:23,350.552,0.0
53,19557341,1970-01-20 19:32:10.235,1.0,0,3083.38454496098,0.0089578990450144,27.6206474707181,3505.52,2024-04-01,00:10:35,3505.52,0.0
54,19557342,1970-01-20 19:32:10.247,0.0,0,0.0,0.0030920003339872,9.5338260428304,3505.52,2024-04-01,00:10:47,0.0,0.0
55,19557343,1970-01-20 19:32:10.259,0.5,0,1541.69227248049,0.0035101371841004,10.8231027441481,3505.52,2024-04-01,00:10:59,1752.76,0.0
56,19557344,1970-01-20 19:32:10.271,0.0,0,0.0,0.0031820604024403,9.81151586601688,3505.52,2024-04-01,00:11:11,0.0,0.0
57,19557345,1970-01-20 19:32:10.283,0.0,0,0.0,0.0019365597407085,5.97115837489442,3505.52,2024-04-01,00:11:23,0.0,0.0
58,19557345,1970-01-20 19:32:10.283,0.0,0,0.0,0.00057081324503,1.76003673778458,3505.52,2024-04-01,00:11:23,0.0,0.0
59,19557349,1970-01-20 19:32:10.331,0.0,0,0.0,0.0020934177593644,6.45481196537134,3505.52,2024-04-01,00:12:11,0.0,0.0
60,19557349,1970-01-20 19:32:10.331,1.03,0,3175.88608130981,0.0022020526491632,6.7897751056203,3505.52,2024-04-01,00:12:11,3610.6856000000002,0.0
61,19557349,1970-01-20 19:32:10.331,0.0,0,0.0,0.003066112,9.4540023539194,3505.52,2024-04-01,00:12:11,0.0,0.0
62,19557349,1970-01-20 19:32:10.331,0.0,0,0.0,0.0005856328501232,1.80573127909145,3505.52,2024-04-01,00:12:11,0.0,0.0
63,19557350,1970-01-20 19:32:10.343,0.0,0,0.0,0.0081342058679508,25.0808846587706,3505.52,2024-04-01,00:12:23,0.0,0.0
64,19557350,1970-01-20 19:32:10.343,0.1958088654704899,0,603.754029558052,0.002138577,6.59405527000902,3505.52,2024-04-01,00:12:23,686.4118940841117,0.0
65,19557351,1970-01-20 19:32:10.355,0.0,0,0.0,0.0020783969083591,6.40849690552934,3505.52,2024-04-01,00:12:35,0.0,0.0
66,19557352,1970-01-20 19:32:10.367,0.0,0,0.0,0.0015123402464601,4.66312654265768,3505.52,2024-04-01,00:12:47,0.0,0.0
67,19557353,1970-01-20 19:32:10.379,0.0,0,0.0,0.0038140229565577,11.7600994383765,3505.52,2024-04-01,00:12:59,0.0,0.0
68,19557354,1970-01-20 19:32:10.391,0.0,0,0.0,0.0027230120842101,8.39609337619559,3505.52,2024-04-01,00:13:11,0.0,0.0
69,19557355,1970-01-20 19:32:10.403,1.0,0,3083.38454496098,0.0101787038959182,31.3848582804084,3505.52,2024-04-01,00:13:23,3505.52,0.0
70,19557355,1970-01-20 19:32:10.403,0.0,0,0.0,0.0028414464068725,8.76127193628565,3505.52,2024-04-01,00:13:23,0.0,0.0
71,19557356,1970-01-20 19:32:10.415,0.0,0,0.0,0.0019066327399398,5.87888192324728,3505.52,2024-04-01,00:13:35,0.0,0.0
72,19557357,1970-01-20 19:32:10.427,0.0,0,0.0,0.0038342704761544,11.8225303273749,3505.52,2024-04-01,00:13:47,0.0,0.0
73,19557358,1970-01-20 19:32:10.439,0.0,0,0.0,0.0007622255581412,2.35023450574701,3505.52,2024-04-01,00:13:59,0.0,0.0
74,19557359,1970-01-20 19:32:10.451,0.0,0,0.0,0.0027950106350453,8.61809259510049,3505.52,2024-04-01,00:14:11,0.0,0.0
75,19557360,1970-01-20 19:32:10.463,0.0,0,0.0,0.0020722263470704,6.38947069221807,3505.52,2024-04-01,00:14:23,0.0,0.0
76,19557361,1970-01-20 19:32:10.475,0.0,0,0.0,0.0031535761472489,9.72368795378511,3505.52,2024-04-01,00:14:35,0.0,0.0
77,19557362,1970-01-20 19:32:10.487,0.0,0,0.0,0.0018507121966142,5.70645738421113,3505.52,2024-04-01,00:14:47,0.0,0.0
78,19557363,1970-01-20 19:32:10.499,0.677,0,2087.45133693858,0.0027029824516369,8.3343343166781,3505.52,2024-04-01,00:14:59,2373.23704,0.0
79,19557363,1970-01-20 19:32:10.499,0.0,0,0.0,0.0022868505485816,7.05123963813228,3505.52,2024-04-01,00:14:59,0.0,0.0
80,19557365,1970-01-20 19:32:10.523,3.5,0,10791.8459073634,0.0047187602559091,14.5497524444465,3505.52,2024-04-01,00:15:23,12269.32,0.0
81,19557365,1970-01-20 19:32:10.523,0.0,0,0.0,0.006994596,21.5670292046459,3505.52,2024-04-01,00:15:23,0.0,0.0
82,19557365,1970-01-20 19:32:10.523,0.0,0,0.0,0.0058224873102052,17.9529673855184,3505.52,2024-04-01,00:15:23,0.0,0.0
83,19557365,1970-01-20 19:32:10.523,0.0,0,0.0,0.00321138,9.90191945999679,3505.52,2024-04-01,00:15:23,0.0,0.0
84,19557366,1970-01-20 19:32:10.535,0.1,0,308.338454496098,0.0039762610636142,12.2603419102784,3505.52,2024-04-01,00:15:35,350.552,0.0
85,19557366,1970-01-20 19:32:10.535,0.1,0,308.338454496098,0.0030269729373409,9.33332157301221,3505.52,2024-04-01,00:15:35,350.552,0.0
87,19557366,1970-01-20 19:32:10.535,0.0,0,0.0,0.0127281066321024,39.24564727604,3505.52,2024-04-01,00:15:35,0.0,0.0
88,19557366,1970-01-20 19:32:10.535,0.6,0,1850.03072697659,0.0023109954908975,7.12568778010809,3505.52,2024-04-01,00:15:35,2103.312,0.0
89,19557366,1970-01-20 19:32:10.535,0.0,0,0.0,0.0053158644271767,16.3908542178647,3505.52,2024-04-01,00:15:35,0.0,0.0
90,19557367,1970-01-20 19:32:10.547,0.0,0,0.0,0.0027648345398135,8.52504808943551,3505.52,2024-04-01,00:15:47,0.0,0.0
91,19557368,1970-01-20 19:32:10.559,1.0,0,3083.38454496098,0.004867079668,15.007078227405,3505.52,2024-04-01,00:15:59,3505.52,0.0
92,19557371,1970-01-20 19:32:10.607,0.0,0,0.0,0.0004930972173504,1.52040833914178,3505.52,2024-04-01,00:16:47,0.0,0.0
93,19557372,1970-01-20 19:32:10.619,0.125,0,385.423068120122,0.0030821772469345,9.50353768802832,3505.52,2024-04-01,00:16:59,438.19,0.0
94,19557376,1970-01-20 19:32:10.667,0.2,0,616.676908992196,0.0035104878412289,10.8241839549188,3505.52,2024-04-01,00:17:47,701.104,0.0
95,19557376,1970-01-20 19:32:10.667,0.0,0,0.0,0.0042514108094025,13.1087343839918,3505.52,2024-04-01,00:17:47,0.0,0.0
96,19557378,1970-01-20 19:32:10.691,0.2,0,616.676908992196,0.0026540422312931,8.18343279764293,3505.52,2024-04-01,00:18:11,701.104,0.0
97,19557381,1970-01-20 19:32:10.727,0.0,0,0.0,0.0032231376225616,9.93817273168884,3505.52,2024-04-01,00:18:47,0.0,0.0
98,19557381,1970-01-20 19:32:10.727,0.0,0,0.0,0.0021013629374087,6.47931000456001,3505.52,2024-04-01,00:18:47,0.0,0.0
99,19557383,1970-01-20 19:32:10.751,0.0,0,0.0,0.0026820961802702,8.26993391034411,3505.52,2024-04-01,00:19:11,0.0,0.0
100,19557384,1970-01-20 19:32:10.763,0.1,0,308.338454496098,0.0030581677120333,9.42950705918237,3505.52,2024-04-01,00:19:23,350.552,0.0
101,19557385,1970-01-20 19:32:10.775,0.5,0,1541.69227248049,0.0035575906741872,10.9694201020863,3505.52,2024-04-01,00:19:35,1752.76,0.0
102,19557387,1970-01-20 19:32:10.799,0.1,0,308.338454496098,0.0033015278672743,10.1798800007118,3505.52,2024-04-01,00:19:59,350.552,0.0
103,19557390,1970-01-20 19:32:10.835,1.0,0,3083.38454496098,0.0041219685496956,12.7096141209467,3505.52,2024-04-01,00:20:35,3505.52,0.0
104,19557390,1970-01-20 19:32:10.835,0.0,0,0.0,0.0035659687268357,10.9952528601394,3505.52,2024-04-01,00:20:35,0.0,0.0
105,19557392,1970-01-20 19:32:10.859,0.19,0,585.843063542586,0.0032478421852068,10.014346398339,3505.52,2024-04-01,00:20:59,666.0488,0.0
106,19557393,1970-01-20 19:32:10.871,0.0,0,0.0,0.0020794942996405,6.41188058484604,3505.52,2024-04-01,00:21:11,0.0,0.0
107,19557393,1970-01-20 19:32:10.871,0.0,0,0.0,0.0022185058814224,6.84050674768291,3505.52,2024-04-01,00:21:11,0.0,0.0
108,19557393,1970-01-20 19:32:10.871,0.0,0,0.0,0.0007564714498953,2.33249237731155,3505.52,2024-04-01,00:21:11,0.0,0.0
109,19557393,1970-01-20 19:32:10.871,0.0,0,0.0,0.0006324771626548,1.95017030837064,3505.52,2024-04-01,00:21:11,0.0,0.0
110,19557397,1970-01-20 19:32:10.919,0.0,0,0.0,0.0021467672018078,6.6193088116836,3505.52,2024-04-01,00:21:59,0.0,0.0
111,19557397,1970-01-20 19:32:10.919,0.1,0,308.338454496098,0.0029227616757529,9.01199817962077,3505.52,2024-04-01,00:21:59,350.552,0.0
112,19557399,1970-01-20 19:32:10.943,0.0,0,0.0,0.0037380926683018,11.525977161074,3505.52,2024-04-01,00:22:23,0.0,0.0
113,19557400,1970-01-20 19:32:10.955,0.0,0,0.0,0.002637316,8.13185939457831,3505.52,2024-04-01,00:22:35,0.0,0.0
114,19557400,1970-01-20 19:32:10.955,0.0,0,0.0,0.0020296719414317,6.25825909555164,3505.52,2024-04-01,00:22:35,0.0,0.0
115,19557400,1970-01-20 19:32:10.955,0.2378331025842903,0,733.33091278852,0.001934903,5.96605000619863,3505.52,2024-04-01,00:22:35,833.7286977712813,0.0
116,19557402,1970-01-20 19:32:10.979,0.0,0,0.0,0.0027101951551143,8.35657385510767,3505.52,2024-04-01,00:22:59,0.0,0.0
117,19557404,1970-01-20 19:32:11.003,0.2,0,616.676908992196,0.0029449002530601,9.08025992673741,3505.52,2024-04-01,00:23:23,701.104,0.0
118,19557405,1970-01-20 19:32:11.015,0.0,0,0.0,0.0027866522998993,8.59232063368977,3505.52,2024-04-01,00:23:35,0.0,0.0
119,19557408,1970-01-20 19:32:11.051,0.0,0,0.0,0.0042762612649256,13.185357894487,3505.52,2024-04-01,00:24:11,0.0,0.0
120,19557408,1970-01-20 19:32:11.051,0.3,0,925.015363488294,0.0028967583371528,8.9318198872639,3505.52,2024-04-01,00:24:11,1051.656,0.0
121,19557409,1970-01-20 19:32:11.063,0.0,0,0.0,0.00317544,9.79110261945089,3505.52,2024-04-01,00:24:23,0.0,0.0
122,19557410,1970-01-20 19:32:11.075,0.07,0,215.836918147269,0.0024043385759355,7.41350040589332,3505.52,2024-04-01,00:24:35,245.3864,0.0
123,19557411,1970-01-20 19:32:11.087,0.0,0,0.0,0.0031582141473319,9.73798869156044,3505.52,2024-04-01,00:24:47,0.0,0.0
124,19557412,1970-01-20 19:32:11.099,0.0,0,0.0,0.008950121281751,27.5966656356775,3505.52,2024-04-01,00:24:59,0.0,0.0
125,19557412,1970-01-20 19:32:11.099,0.15,0,462.507681744147,0.0029507222258257,9.09821130758394,3505.52,2024-04-01,00:24:59,525.828,0.0
126,19557414,1970-01-20 19:32:11.123,0.0,0,0.0,0.0066673951113285,20.5581430414188,3505.52,2024-04-01,00:25:23,0.0,0.0
127,19557416,1970-01-20 19:32:11.147,0.0,0,0.0,0.0030169816920211,9.3025147216082,3505.52,2024-04-01,00:25:47,0.0,0.0
128,19557420,1970-01-20 19:32:11.195,0.0,0,0.0,0.0042908188472495,13.2302445188367,3505.52,2024-04-01,00:26:35,0.0,0.0
129,19557420,1970-01-20 19:32:11.195,0.2,0,616.676908992196,0.0026133562619968,8.05798230871799,3505.52,2024-04-01,00:26:35,701.104,0.0
130,19557421,1970-01-20 19:32:11.207,0.015,0,46.2507681744147,0.0026243796470315,8.09197164376716,3505.52,2024-04-01,00:26:47,52.5828,0.0
131,19557421,1970-01-20 19:32:11.207,0.3,0,925.015363488294,0.0034274145072655,10.5680369208776,3505.52,2024-04-01,00:26:47,1051.656,0.0
132,19557423,1970-01-20 19:32:11.231,0.0,0,0.0,0.0066379320410235,20.4672970657933,3505.52,2024-04-01,00:27:11,0.0,0.0
133,19557426,1970-01-20 19:32:11.267,0.0,0,0.0,0.004016869247555,12.3855525570404,3505.52,2024-04-01,00:27:47,0.0,0.0
134,19557426,1970-01-20 19:32:11.267,0.15,0,462.507681744147,0.0023709645628798,7.31059548983403,3505.52,2024-04-01,00:27:47,525.828,0.0
135,19557427,1970-01-20 19:32:11.279,0.0,0,0.0,0.0005289072076456,1.63082430977316,3505.52,2024-04-01,00:27:59,0.0,0.0
136,19557428,1970-01-20 19:32:11.291,0.0,0,0.0,0.0044279436099567,13.6530528928992,3505.52,2024-04-01,00:28:11,0.0,0.0
137,19557431,1970-01-20 19:32:11.327,0.0,0,0.0,0.0057782192402434,17.8164719027629,3505.52,2024-04-01,00:28:47,0.0,0.0
138,19557432,1970-01-20 19:32:11.339,0.0,0,0.0,0.0040667932765572,12.5394875364879,3505.52,2024-04-01,00:28:59,0.0,0.0
139,19557432,1970-01-20 19:32:11.339,0.0,0,0.0,0.0021974687010622,6.77564103089071,3505.52,2024-04-01,00:28:59,0.0,0.0
140,19557432,1970-01-20 19:32:11.339,0.0,0,0.0,0.0006103383358807,1.88190779205191,3505.52,2024-04-01,00:28:59,0.0,0.0
141,19557432,1970-01-20 19:32:11.339,1.055,0,3252.97069493383,0.0006061922776749,1.86912390025756,3505.52,2024-04-01,00:28:59,3698.3235999999997,0.0
142,19557433,1970-01-20 19:32:11.351,1.067,0,3289.97130947337,0.0024452159946488,7.53954120699172,3505.52,2024-04-01,00:29:11,3740.38984,0.0
143,19557433,1970-01-20 19:32:11.351,0.0,0,0.0,0.0008262092533868,2.54752084279668,3505.52,2024-04-01,00:29:11,0.0,0.0
144,19557433,1970-01-20 19:32:11.351,0.0,0,0.0,0.0006059747332803,1.86845312723333,3505.52,2024-04-01,00:29:11,0.0,0.0
145,19557434,1970-01-20 19:32:11.363,0.0,0,0.0,0.0021854652821232,6.73862987444755,3505.52,2024-04-01,00:29:23,0.0,0.0
146,19557437,1970-01-20 19:32:11.399,0.0,0,0.0,0.0023415439485121,7.21988042218927,3505.52,2024-04-01,00:29:59,0.0,0.0
147,19557438,1970-01-20 19:32:11.411,0.1,0,308.338454496098,0.0025526557182712,7.87081919032384,3505.52,2024-04-01,00:30:11,350.552,0.0
148,19557440,1970-01-20 19:32:11.435,0.0,0,0.0,0.0027789079122965,8.56844170864507,3505.52,2024-04-01,00:30:35,0.0,0.0
149,19557443,1970-01-20 19:32:11.471,0.0,0,0.0,0.0030503390830865,9.40536838567956,3505.52,2024-04-01,00:31:11,0.0,0.0
150,19557444,1970-01-20 19:32:11.483,0.2,0,616.676908992196,0.002944040320248,9.07760842319481,3505.52,2024-04-01,00:31:23,701.104,0.0
151,19557444,1970-01-20 19:32:11.483,0.27915,0,860.726795725858,0.0028316510194105,8.73106898997364,3505.52,2024-04-01,00:31:23,978.565908,0.0
152,19557444,1970-01-20 19:32:11.483,0.3,0,925.015363488294,0.0021844701006877,6.73556134738998,3505.52,2024-04-01,00:31:23,1051.656,0.0
153,19557446,1970-01-20 19:32:11.507,0.0,0,0.0,0.006585494220397,20.305611100102,3505.52,2024-04-01,00:31:47,0.0,0.0
154,19557449,1970-01-20 19:32:11.543,0.552,0,1702.02826881846,0.0018313836443752,5.64686002496102,3505.52,2024-04-01,00:32:23,1935.0470400000002,0.0
155,19557449,1970-01-20 19:32:11.543,0.0,0,0.0,0.0063108607294613,19.4588104386222,3505.52,2024-04-01,00:32:23,0.0,0.0
156,19557450,1970-01-20 19:32:11.555,0.1949362844213992,0,601.06352663706,0.002138577,6.59405527000902,3505.52,2024-04-01,00:32:35,683.3530437649033,0.0
157,19557450,1970-01-20 19:32:11.555,0.0,0,0.0,0.0003838985403995,1.18370682630107,3505.52,2024-04-01,00:32:35,0.0,0.0
158,19557450,1970-01-20 19:32:11.555,0.245,0,755.42921351544,0.0025031941162616,7.71831005111846,3505.52,2024-04-01,00:32:35,858.8524,0.0
159,19557451,1970-01-20 19:32:11.567,0.0,0,0.0,0.0004182300148576,1.28956396405076,3505.52,2024-04-01,00:32:47,0.0,0.0
160,19557452,1970-01-20 19:32:11.579,0.0,0,0.0,0.0035404073093334,10.9164371804657,3505.52,2024-04-01,00:32:59,0.0,0.0
161,19557454,1970-01-20 19:32:11.603,0.188,0,579.676294452664,0.0030318033996702,9.34821574590342,3505.52,2024-04-01,00:33:23,659.03776,0.0
162,19557455,1970-01-20 19:32:11.615,0.0,0,0.0,0.0043734719896438,13.4850959406876,3505.52,2024-04-01,00:33:35,0.0,0.0
163,19557455,1970-01-20 19:32:11.615,0.0,0,0.0,0.0007337500274575,2.26243349452743,3505.52,2024-04-01,00:33:35,0.0,0.0
164,19557455,1970-01-20 19:32:11.615,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52,2024-04-01,00:33:35,280.4416,0.0
170,19557456,1970-01-20 19:32:11.627,0.0,0,0.0,0.0023581801860065,7.27117633976582,3505.52,2024-04-01,00:33:47,0.0,0.0
171,19557456,1970-01-20 19:32:11.627,0.0,0,0.0,0.0027685448629367,8.53648844241031,3505.52,2024-04-01,00:33:47,0.0,0.0
172,19557458,1970-01-20 19:32:11.651,0.05,0,154.169227248049,0.002454835259674,7.56920110010422,3505.52,2024-04-01,00:34:11,175.276,0.0
174,19557459,1970-01-20 19:32:11.663,0.0,0,0.0,0.005335752222899,16.452175939828,3505.52,2024-04-01,00:34:23,0.0,0.0
175,19557459,1970-01-20 19:32:11.663,0.0,0,0.0,0.0041209635323422,12.706515265972,3505.52,2024-04-01,00:34:23,0.0,0.0
176,19557461,1970-01-20 19:32:11.687,0.0,0,0.0,0.0042801518918865,13.1973541935283,3505.52,2024-04-01,00:34:47,0.0,0.0
177,19557461,1970-01-20 19:32:11.687,0.0,0,0.0,0.0075097238026993,23.1553663101687,3505.52,2024-04-01,00:34:47,0.0,0.0
178,19557461,1970-01-20 19:32:11.687,0.0995,0,306.796762223618,0.0024597019302304,7.58420691688332,3505.52,2024-04-01,00:34:47,348.79924,0.0
179,19557462,1970-01-20 19:32:11.699,0.0,0,0.0,0.0023713248345042,7.31170634579263,3505.52,2024-04-01,00:34:59,0.0,0.0
180,19557462,1970-01-20 19:32:11.699,0.4,0,1233.35381798439,0.002620757556056,8.08080334443281,3505.52,2024-04-01,00:34:59,1402.208,0.0
181,19557463,1970-01-20 19:32:11.711,0.1,0,308.338454496098,0.0028530529372972,8.79705933281787,3505.52,2024-04-01,00:35:11,350.552,0.0
182,19557464,1970-01-20 19:32:11.723,0.10325,0,318.359454267221,0.0027480411056095,8.47326747395388,3505.52,2024-04-01,00:35:23,361.94494,0.0
183,19557466,1970-01-20 19:32:11.747,0.09975,0,307.567608359858,0.0024817023204134,7.6520425799566,3505.52,2024-04-01,00:35:47,349.67562000000004,0.0
184,19557467,1970-01-20 19:32:11.759,0.0,0,0.0,0.0042470042075514,13.0951471359485,3505.52,2024-04-01,00:35:59,0.0,0.0
185,19557467,1970-01-20 19:32:11.759,0.0,0,0.0,0.0031620979369459,9.7499639084321,3505.52,2024-04-01,00:35:59,0.0,0.0
186,19557470,1970-01-20 19:32:11.795,0.0,0,0.0,0.0008920941895344,2.75066943666003,3505.52,2024-04-01,00:36:35,0.0,0.0
187,19557470,1970-01-20 19:32:11.795,1.075,0,3314.63838583305,0.0008879474071583,2.73788331197027,3505.52,2024-04-01,00:36:35,3768.4339999999997,0.0
188,19557471,1970-01-20 19:32:11.807,0.885,0,2728.79532229047,0.0025115374654611,7.74403580509341,3505.52,2024-04-01,00:36:47,3102.3852,0.0
189,19557471,1970-01-20 19:32:11.807,0.66,0,2035.03379967425,0.0008311736208855,2.56282789681785,3505.52,2024-04-01,00:36:47,2313.6432,0.0
